truck,0.73,90946.6294152785,2022-04-09 22:49:31.559310

truck,0.65,86314.5174405789,2022-04-09 22:49:31.821469

truck,0.54,94069.98518124684,2022-04-09 22:49:32.182116

car,0.58,95096.7387716319,2022-04-09 22:49:32.528870

car,0.73,80966.42449188429,2022-04-09 22:49:32.737654

car,0.6,105023.56869769757,2022-04-09 22:49:34.547661

car,0.58,72811.22756828098,2022-04-09 22:49:34.743663

car,0.67,74308.45412199073,2022-04-09 22:49:34.938325

car,0.53,103197.32921447144,2022-04-09 22:49:35.991449

car,0.5,79697.3591908791,2022-04-09 22:49:36.222560

truck,0.5,68646.58172844442,2022-04-09 22:49:36.456882

car,0.53,76645.46703491342,2022-04-09 22:49:36.643817

truck,0.63,81906.313663844,2022-04-09 22:49:36.844954

truck,0.59,69544.4490020591,2022-04-09 22:49:37.051804

truck,0.56,78010.97727884198,2022-04-09 22:49:37.400225

truck,0.52,77898.48543457055,2022-04-09 22:49:37.576864

person,0.52,89915.13657888754,2022-04-09 22:49:39.119149

truck,0.57,76091.41437770755,2022-04-09 22:49:39.698581

person,0.59,75837.25993863438,2022-04-09 22:49:40.430832

truck,0.54,83012.68686170808,2022-04-09 22:49:41.244445

motorbike,0.54,62441.22473975026,2022-04-09 22:49:41.425720

person,0.56,60750.2345756788,2022-04-09 22:49:41.607378

motorbike,0.6,68208.39589815905,2022-04-09 22:49:41.813220

car,0.5,75006.70569355783,2022-04-09 22:49:42.023241

person,0.56,59354.3916656552,2022-04-09 22:49:42.441887

person,0.63,49289.04790113114,2022-04-09 22:49:42.641636

car,0.62,46093.71363862973,2022-04-09 22:49:42.839006

person,0.52,42813.06509700047,2022-04-09 22:49:43.105900

car,0.57,48389.08257034845,2022-04-09 22:49:43.326024

car,0.51,72501.62385767646,2022-04-09 22:49:43.697485

car,0.6,84976.53955063126,2022-04-09 22:49:44.147604

motorbike,0.52,62875.0256620226,2022-04-09 22:49:44.335536

person,0.6,79505.9211694324,2022-04-09 22:49:44.733710

person,0.65,60676.076694196374,2022-04-09 22:49:44.926913

person,0.56,72517.38234382153,2022-04-09 22:49:45.137676

person,0.52,65379.61282387653,2022-04-09 22:49:45.351886

car,0.63,46411.35637966208,2022-04-09 22:49:45.595747

car,0.71,52603.96383353635,2022-04-09 22:49:45.790732

car,0.75,46286.85220448675,2022-04-09 22:49:45.988344

car,0.76,67894.84042988834,2022-04-09 22:49:46.183579

car,0.5,74180.46242104453,2022-04-09 22:49:46.376898

car,0.52,56450.29066355638,2022-04-09 22:49:46.608119

car,0.53,85367.07912304367,2022-04-09 22:49:47.192195

car,0.56,85445.2187661779,2022-04-09 22:49:47.608708

car,0.63,78524.25697197013,2022-04-09 22:49:47.998275

car,0.73,72103.96883667362,2022-04-09 22:49:48.212659

car,0.82,72410.92320914021,2022-04-09 22:49:48.390916

car,0.77,58440.537309302694,2022-04-09 22:49:48.608004

car,0.71,63974.0965860402,2022-04-09 22:49:48.849728

car,0.52,59755.29977332555,2022-04-09 22:49:49.046808

car,0.55,70311.88281506904,2022-04-09 22:49:49.253379

car,0.71,82240.72131857794,2022-04-09 22:49:49.466808

car,0.63,64412.59820873553,2022-04-09 22:49:49.666275

car,0.52,93045.5328374232,2022-04-09 22:49:49.924283

car,0.52,108025.28849301908,2022-04-09 22:49:50.895731

car,0.51,63682.61378115694,2022-04-09 22:49:51.090520

car,0.57,86254.38716958112,2022-04-09 22:49:51.264783

truck,0.53,86609.15449881727,2022-04-09 22:49:53.747306

truck,0.59,85003.88746992692,2022-04-09 22:49:55.346989

truck,0.65,115684.87198851888,2022-04-09 22:49:56.678261

truck,0.72,77601.76916153394,2022-04-09 22:49:56.870892

truck,0.76,81346.418759525,2022-04-09 22:49:57.254800

truck,0.61,73138.18240836998,2022-04-09 22:49:57.489010

car,0.55,99977.41609483614,2022-04-09 22:50:00.707745

car,0.57,89438.6125842748,2022-04-09 22:50:00.909640

car,0.61,77119.3698107032,2022-04-09 22:50:01.106042

car,0.71,103422.25806856086,2022-04-09 22:50:01.297995

car,0.7,89130.02016155949,2022-04-09 22:50:01.493787

car,0.69,92403.11552647995,2022-04-09 22:50:01.697097

car,0.76,75754.95626690045,2022-04-09 22:50:01.889556

car,0.84,79756.6508950821,2022-04-09 22:50:02.080891

car,0.85,76593.59139640862,2022-04-09 22:50:02.282907

car,0.81,75997.22125183263,2022-04-09 22:50:02.489121

car,0.7,83174.83551531676,2022-04-09 22:50:02.686368

car,0.7,73512.85508671256,2022-04-09 22:50:02.886131

car,0.73,80321.62861272175,2022-04-09 22:50:03.079490

car,0.82,79379.7397765954,2022-04-09 22:50:03.309039

car,0.87,83334.69332156926,2022-04-09 22:50:03.513669

car,0.85,73912.58978685566,2022-04-09 22:50:03.680270

car,0.82,83664.53293959155,2022-04-09 22:50:03.888332

car,0.68,82676.33989842559,2022-04-09 22:50:04.086830

car,0.69,80555.5779694988,2022-04-09 22:50:04.272350

car,0.77,87841.96684956456,2022-04-09 22:50:04.461846

car,0.61,82119.36820872406,2022-04-09 22:50:04.670190

car,0.54,82111.68387629132,2022-04-09 22:50:04.863906

car,0.58,93225.10440326683,2022-04-09 22:50:05.264998

car,0.6,101810.58821655044,2022-04-09 22:50:05.691102

car,0.51,72505.69116972819,2022-04-09 22:50:05.878371

car,0.51,75555.91644603353,2022-04-09 22:50:06.276248

car,0.53,92142.74085352573,2022-04-09 22:50:07.370661

car,0.59,88310.58916120988,2022-04-09 22:50:07.728996

car,0.54,89523.2251206356,2022-04-09 22:50:07.907575

car,0.86,92340.97046815135,2022-04-09 22:50:08.101198

car,0.9,80139.6221790445,2022-04-09 22:50:08.305003

car,0.88,78754.78942896108,2022-04-09 22:50:08.522820

car,0.91,76533.73145874961,2022-04-09 22:50:08.720715

car,0.86,83363.80952787606,2022-04-09 22:50:08.909224

car,0.91,90318.80653551618,2022-04-09 22:50:09.119148

car,0.84,79300.31045966971,2022-04-09 22:50:09.326300

car,0.88,90049.29407274662,2022-04-09 22:50:09.515880

car,0.85,79245.96770814272,2022-04-09 22:50:09.687835

car,0.78,78032.5695078664,2022-04-09 22:50:09.878997

car,0.76,86132.5984572624,2022-04-09 22:50:10.086521

car,0.71,85151.33484567344,2022-04-09 22:50:10.257497

car,0.61,69277.98229596471,2022-04-09 22:50:10.456027

car,0.55,78013.14510388619,2022-04-09 22:50:10.672587

car,0.51,72042.47733802607,2022-04-09 22:50:10.856935

car,0.7,78994.46905954872,2022-04-09 22:50:11.076672

car,0.76,77647.1587825337,2022-04-09 22:50:11.310885

car,0.76,66433.19818434154,2022-04-09 22:50:11.510983

car,0.84,75615.12616533811,2022-04-09 22:50:11.710969

car,0.84,73289.33266854052,2022-04-09 22:50:11.899873

car,0.89,86750.11133710435,2022-04-09 22:50:12.102570

car,0.85,87012.1570471621,2022-04-09 22:50:12.309752

car,0.83,72406.81347773841,2022-04-09 22:50:12.465113

car,0.83,83017.13967007054,2022-04-09 22:50:12.657759

car,0.9,89978.40260306915,2022-04-09 22:50:12.863820

car,0.89,90247.46451286042,2022-04-09 22:50:13.057048

car,0.75,78980.97821627687,2022-04-09 22:50:13.270533

car,0.69,90206.0197769528,2022-04-09 22:50:13.450982

car,0.7,93596.42115487109,2022-04-09 22:50:13.679495

car,0.67,85927.26984491012,2022-04-09 22:50:13.873874

car,0.55,87698.40726033741,2022-04-09 22:50:14.226983

car,0.51,87463.48179097378,2022-04-09 22:50:14.434114

car,0.54,86379.26251132271,2022-04-09 22:50:14.626351

car,0.71,81892.36504705429,2022-04-09 22:50:14.806023

car,0.63,81667.94325804955,2022-04-09 22:50:15.004350

car,0.61,90799.91107925161,2022-04-09 22:50:15.201842

car,0.68,78262.89074012025,2022-04-09 22:50:15.437078

car,0.59,79966.60693689586,2022-04-09 22:50:15.636334

car,0.63,89341.28652532378,2022-04-09 22:50:15.818889

car,0.83,80239.26730722308,2022-04-09 22:50:16.031797

car,0.5,68568.01313294706,2022-04-09 22:50:16.222550

